Generation,S,E,I,R
Gen.0,95,4,1,0
Gen.1,87,8,5,0
Gen.2,75,12,12,1
Gen.3,60,16,20,4
Gen.4,45,19,28,8
Gen.5,33,20,35,12
Gen.6,25,20,39,16
Gen.7,21,20,40,19
Gen.8,20,20,40,20
Gen.9,20,20,40,20
Gen.10,20,20,40,20
Gen.11,20,20,40,20
Gen.12,20,20,40,20
Gen.13,20,20,40,20
Gen.14,20,20,40,20
