Generation,S,E,I,R
Gen.0,2491,8,1,0
Gen.1,2491,0,1,8
Gen.2,2499,0,0,1
Gen.3,2492,8,0,0
Gen.4,2491,1,0,8
Gen.5,2499,0,0,1
Gen.6,2492,8,0,0
Gen.7,2491,1,0,8
Gen.8,2499,0,0,1
Gen.9,2492,8,0,0
Gen.10,2491,1,0,8
Gen.11,2499,0,0,1
Gen.12,2492,8,0,0
Gen.13,2491,1,0,8
Gen.14,2499,0,0,1
Gen.15,2492,8,0,0
Gen.16,2491,1,0,8
Gen.17,2499,0,0,1
Gen.18,2492,8,0,0
Gen.19,2491,1,0,8
Gen.20,2499,0,0,1
Gen.21,2492,8,0,0
Gen.22,2491,1,0,8
Gen.23,2499,0,0,1
Gen.24,2492,8,0,0
Gen.25,2491,1,0,8
Gen.26,2499,0,0,1
Gen.27,2492,8,0,0
Gen.28,2491,1,0,8
Gen.29,2499,0,0,1
Gen.30,2492,8,0,0
Gen.31,2491,1,0,8
Gen.32,2499,0,0,1
Gen.33,2492,8,0,0
Gen.34,2491,1,0,8
Gen.35,2499,0,0,1
Gen.36,2492,8,0,0
Gen.37,2491,1,0,8
Gen.38,2499,0,0,1
Gen.39,2492,8,0,0
Gen.40,2491,1,0,8
Gen.41,2499,0,0,1
Gen.42,2492,8,0,0
Gen.43,2491,1,0,8
Gen.44,2499,0,0,1
Gen.45,2492,8,0,0
Gen.46,2491,1,0,8
Gen.47,2499,0,0,1
Gen.48,2492,8,0,0
Gen.49,2491,1,0,8
Gen.50,2499,0,0,1
Gen.51,2492,8,0,0
Gen.52,2491,1,0,8
Gen.53,2499,0,0,1
Gen.54,2492,8,0,0
Gen.55,2491,1,0,8
Gen.56,2499,0,0,1
Gen.57,2492,8,0,0
Gen.58,2491,1,0,8
Gen.59,2499,0,0,1
Gen.60,2492,8,0,0
Gen.61,2491,1,0,8
Gen.62,2499,0,0,1
Gen.63,2492,8,0,0
Gen.64,2491,1,0,8
